id,gho_code,year_code,region_code,world_bank_income_group_group_code,country_code,sex_code
65898405-9c00-4fd7-ad09-cabfecbcd0f3,WHOSIS_000001,2000,AMR,WB_HI,ATG,MLE
76a4e462-e0ba-47d6-a8e9-cb307753f0dc,WHOSIS_000001,1990,AMR,WB_HI,ATG,BTSX
ec426662-2633-41b6-ae3d-e8f75ba331fe,WHOSIS_000001,1990,AMR,WB_HI,ATG,FMLE
7e55b0db-31a5-48c9-8f36-101b1a27e6d1,WHOSIS_000001,1990,AMR,WB_HI,ATG,MLE
c9eae723-b7d1-43f0-b879-03c8ab4bfa2d,WHOSIS_000002,2013,AMR,WB_HI,ATG,BTSX
9fbadc92-9868-4cd9-bc19-0361da07349f,WHOSIS_000002,2013,AMR,WB_HI,ATG,FMLE
850cf525-d8c5-4553-b914-0256d2162f35,WHOSIS_000002,2013,AMR,WB_HI,ATG,MLE
a5c030cb-8188-4a03-abd9-d8c4e62d310d,WHOSIS_000002,2012,AMR,WB_HI,ATG,BTSX
5abf9f97-e003-4a9b-a351-87d7c94c293b,WHOSIS_000002,2012,AMR,WB_HI,ATG,FMLE
ffcbea8d-c7f0-435d-90c1-9a58f57fffef,WHOSIS_000002,2012,AMR,WB_HI,ATG,MLE
1d89b593-84b3-4187-ac2e-d1be9df819cc,WHOSIS_000002,2000,AMR,WB_HI,ATG,BTSX
65936c38-0213-4da6-92d8-6104bae952d2,WHOSIS_000002,2000,AMR,WB_HI,ATG,FMLE
7d9d91b0-1417-4f8f-b713-06bb0f7e03f5,WHOSIS_000002,2000,AMR,WB_HI,ATG,MLE
8c265a1b-e863-4ce6-813b-a9c200f619ff,WHOSIS_000015,2013,AMR,NA,ATG,BTSX
2d1e3780-8e9f-42c3-902d-75377e2163e9,WHOSIS_000015,2013,AMR,NA,ATG,FMLE
6a00b810-21c4-4b48-88df-b0a19fc942dc,WHOSIS_000015,2013,AMR,NA,ATG,MLE
0279efe0-ed44-4607-82a6-903b7ac62a00,WHOSIS_000015,2012,AMR,WB_HI,ATG,BTSX
f43f037e-457f-4d18-bc5e-76b29695e37f,WHOSIS_000015,2012,AMR,WB_HI,ATG,FMLE
67308fae-cbc9-4a9f-8052-8f00f0da3c63,WHOSIS_000015,2012,AMR,WB_HI,ATG,MLE
169a9dd2-6771-4b6f-875c-afa4f8c0328f,WHOSIS_000015,2000,AMR,WB_HI,ATG,BTSX
df2266ae-9763-4a0e-ab87-2e1586823123,WHOSIS_000015,2000,AMR,WB_HI,ATG,FMLE
8584d11c-16f2-4918-80c0-b8d048236fae,WHOSIS_000015,2000,AMR,WB_HI,ATG,MLE
8c16da13-07ad-4b30-acf0-2963782c5095,WHOSIS_000015,1990,AMR,WB_HI,ATG,BTSX
f0af4dd2-5dca-4e7a-bd8b-f63ac2b64f01,WHOSIS_000015,1990,AMR,WB_HI,ATG,FMLE
5408be94-f3ec-4a21-936b-00a701dcf452,WHOSIS_000015,1990,AMR,WB_HI,ATG,MLE
a553e8f4-11d4-40da-b617-7df9593be49f,WHOSIS_000001,2013,AMR,NA,ARG,BTSX
7b6aee0a-b2c7-4efc-afd9-5053b7914c26,WHOSIS_000001,2013,AMR,NA,ARG,FMLE
337b610c-8905-4ce7-8011-3c7fcffee39b,WHOSIS_000001,2013,AMR,NA,ARG,MLE
d2ea1595-b4d7-4d6e-8622-84e5f9ded420,WHOSIS_000001,2012,AMR,WB_UMI,ARG,BTSX
7efd08c4-f4a8-4e27-bf01-6675372e0eff,WHOSIS_000001,2012,AMR,WB_UMI,ARG,FMLE
4c1eb110-a4df-49df-8d9e-0c6cc8cd042f,WHOSIS_000001,2012,AMR,WB_UMI,ARG,MLE
